时间, 传感器, 数值, 单位
2026-03-02 23:04:17, 温度, 17, ℃
2026-03-02 23:04:17, 湿度, 80, rh%
2026-03-02 23:04:17, 二氧化碳, 417, ppm
2026-03-02 23:04:17, 火焰强度, 1, level
2026-03-02 23:04:17, 亮度, 73, lux
2026-03-02 23:04:27, 温度, 17, ℃
2026-03-02 23:04:27, 湿度, 80, rh%
2026-03-02 23:04:27, 二氧化碳, 417, ppm
2026-03-02 23:04:27, 火焰强度, 1, level
2026-03-02 23:04:27, 亮度, 73, lux
2026-03-02 23:04:37, 温度, 17, ℃
2026-03-02 23:04:37, 湿度, 80, rh%
2026-03-02 23:04:37, 二氧化碳, 417, ppm
2026-03-02 23:04:37, 火焰强度, 1, level
2026-03-02 23:04:37, 亮度, 73, lux
2026-03-02 23:04:47, 温度, 17, ℃
2026-03-02 23:04:47, 湿度, 80, rh%
2026-03-02 23:04:47, 二氧化碳, 417, ppm
2026-03-02 23:04:47, 火焰强度, 1, level
2026-03-02 23:04:47, 亮度, 73, lux
2026-03-02 23:04:57, 温度, 18, ℃
2026-03-02 23:04:57, 湿度, 80, rh%
2026-03-02 23:04:57, 二氧化碳, 389, ppm
2026-03-02 23:04:57, 火焰强度, 1, level
2026-03-02 23:04:57, 亮度, 1, lux
2026-03-02 23:05:07, 温度, 18, ℃
2026-03-02 23:05:07, 湿度, 40, rh%
2026-03-02 23:05:07, 二氧化碳, 389, ppm
2026-03-02 23:05:07, 火焰强度, 1, level
2026-03-02 23:05:07, 亮度, 1, lux
2026-03-02 23:05:18, 温度, 18, ℃
2026-03-02 23:05:18, 湿度, 40, rh%
2026-03-02 23:05:18, 二氧化碳, 389, ppm
2026-03-02 23:05:18, 火焰强度, 389, level
2026-03-02 23:05:18, 亮度, 1, lux
2026-03-02 23:05:28, 温度, 18, ℃
2026-03-02 23:05:28, 湿度, 40, rh%
2026-03-02 23:05:28, 二氧化碳, 389, ppm
2026-03-02 23:05:28, 火焰强度, 389, level
2026-03-02 23:05:28, 亮度, 1, lux
2026-03-02 23:05:38, 温度, 18, ℃
2026-03-02 23:05:38, 湿度, 43, rh%
2026-03-02 23:05:38, 二氧化碳, 389, ppm
2026-03-02 23:05:38, 火焰强度, 1, level
2026-03-02 23:05:38, 亮度, 1, lux
2026-03-02 23:05:48, 温度, 18, ℃
2026-03-02 23:05:48, 湿度, 43, rh%
2026-03-02 23:05:48, 二氧化碳, 413, ppm
2026-03-02 23:05:48, 火焰强度, 4629, level
2026-03-02 23:05:48, 亮度, 1, lux
2026-03-02 23:05:58, 温度, 18, ℃
2026-03-02 23:05:58, 湿度, 43, rh%
2026-03-02 23:05:58, 二氧化碳, 413, ppm
2026-03-02 23:05:58, 火焰强度, 4629, level
2026-03-02 23:05:58, 亮度, 1, lux
2026-03-02 23:06:08, 温度, 18, ℃
2026-03-02 23:06:08, 湿度, 43, rh%
2026-03-02 23:06:08, 二氧化碳, 413, ppm
2026-03-02 23:06:08, 火焰强度, 4629, level
2026-03-02 23:06:08, 亮度, 1, lux
2026-03-02 23:06:18, 温度, 18, ℃
2026-03-02 23:06:18, 湿度, 43, rh%
2026-03-02 23:06:18, 二氧化碳, 413, ppm
2026-03-02 23:06:18, 火焰强度, 4629, level
2026-03-02 23:06:18, 亮度, 1, lux
2026-03-02 23:06:28, 温度, 18, ℃
2026-03-02 23:06:28, 湿度, 43, rh%
2026-03-02 23:06:28, 二氧化碳, 413, ppm
2026-03-02 23:06:28, 火焰强度, 4629, level
2026-03-02 23:06:28, 亮度, 1, lux
2026-03-02 23:06:38, 温度, 18, ℃
2026-03-02 23:06:38, 湿度, 43, rh%
2026-03-02 23:06:38, 二氧化碳, 413, ppm
2026-03-02 23:06:38, 火焰强度, 4629, level
2026-03-02 23:06:38, 亮度, 1, lux
2026-03-02 23:06:48, 温度, 18, ℃
2026-03-02 23:06:48, 湿度, 43, rh%
2026-03-02 23:06:48, 二氧化碳, 413, ppm
2026-03-02 23:06:48, 火焰强度, 4629, level
2026-03-02 23:06:48, 亮度, 1, lux
2026-03-02 23:06:58, 温度, 18, ℃
2026-03-02 23:06:58, 湿度, 43, rh%
2026-03-02 23:06:58, 二氧化碳, 413, ppm
2026-03-02 23:06:58, 火焰强度, 4629, level
2026-03-02 23:06:58, 亮度, 1, lux
2026-03-02 23:07:08, 温度, 18, ℃
2026-03-02 23:07:08, 湿度, 43, rh%
2026-03-02 23:07:08, 二氧化碳, 413, ppm
2026-03-02 23:07:08, 火焰强度, 4629, level
2026-03-02 23:07:08, 亮度, 1, lux
2026-03-02 23:07:18, 温度, 18, ℃
2026-03-02 23:07:18, 湿度, 43, rh%
2026-03-02 23:07:18, 二氧化碳, 413, ppm
2026-03-02 23:07:18, 火焰强度, 4629, level
2026-03-02 23:07:18, 亮度, 1, lux
2026-03-02 23:07:28, 温度, 18, ℃
2026-03-02 23:07:28, 湿度, 43, rh%
2026-03-02 23:07:28, 二氧化碳, 413, ppm
2026-03-02 23:07:28, 火焰强度, 4629, level
2026-03-02 23:07:28, 亮度, 1, lux
2026-03-02 23:07:38, 温度, 18, ℃
2026-03-02 23:07:38, 湿度, 43, rh%
2026-03-02 23:07:38, 二氧化碳, 413, ppm
2026-03-02 23:07:38, 火焰强度, 4629, level
2026-03-02 23:07:38, 亮度, 1, lux
2026-03-02 23:07:48, 温度, 18, ℃
2026-03-02 23:07:48, 湿度, 43, rh%
2026-03-02 23:07:48, 二氧化碳, 413, ppm
2026-03-02 23:07:48, 火焰强度, 4629, level
2026-03-02 23:07:48, 亮度, 1, lux
2026-03-02 23:07:58, 温度, 18, ℃
2026-03-02 23:07:58, 湿度, 43, rh%
2026-03-02 23:07:58, 二氧化碳, 413, ppm
2026-03-02 23:07:58, 火焰强度, 4629, level
2026-03-02 23:07:58, 亮度, 1, lux
2026-03-02 23:08:08, 温度, 18, ℃
2026-03-02 23:08:08, 湿度, 43, rh%
2026-03-02 23:08:08, 二氧化碳, 413, ppm
2026-03-02 23:08:08, 火焰强度, 4629, level
2026-03-02 23:08:08, 亮度, 1, lux
2026-03-02 23:08:18, 温度, 18, ℃
2026-03-02 23:08:18, 湿度, 43, rh%
2026-03-02 23:08:18, 二氧化碳, 413, ppm
2026-03-02 23:08:18, 火焰强度, 4629, level
2026-03-02 23:08:18, 亮度, 1, lux
2026-03-02 23:08:28, 温度, 18, ℃
2026-03-02 23:08:28, 湿度, 43, rh%
2026-03-02 23:08:28, 二氧化碳, 413, ppm
2026-03-02 23:08:28, 火焰强度, 4629, level
2026-03-02 23:08:28, 亮度, 1, lux
2026-03-02 23:08:38, 温度, 18, ℃
2026-03-02 23:08:38, 湿度, 43, rh%
2026-03-02 23:08:38, 二氧化碳, 413, ppm
2026-03-02 23:08:38, 火焰强度, 4629, level
2026-03-02 23:08:38, 亮度, 1, lux
2026-03-02 23:08:48, 温度, 18, ℃
2026-03-02 23:08:48, 湿度, 43, rh%
2026-03-02 23:08:48, 二氧化碳, 413, ppm
2026-03-02 23:08:48, 火焰强度, 4629, level
2026-03-02 23:08:48, 亮度, 1, lux
2026-03-02 23:08:58, 温度, 18, ℃
2026-03-02 23:08:58, 湿度, 43, rh%
2026-03-02 23:08:58, 二氧化碳, 413, ppm
2026-03-02 23:08:58, 火焰强度, 4629, level
2026-03-02 23:08:58, 亮度, 1, lux
2026-03-02 23:09:08, 温度, 18, ℃
2026-03-02 23:09:08, 湿度, 43, rh%
2026-03-02 23:09:08, 二氧化碳, 413, ppm
2026-03-02 23:09:08, 火焰强度, 4629, level
2026-03-02 23:09:08, 亮度, 1, lux
2026-03-02 23:09:18, 温度, 18, ℃
2026-03-02 23:09:18, 湿度, 43, rh%
2026-03-02 23:09:18, 二氧化碳, 413, ppm
2026-03-02 23:09:18, 火焰强度, 4629, level
2026-03-02 23:09:18, 亮度, 1, lux
2026-03-02 23:09:28, 温度, 18, ℃
2026-03-02 23:09:28, 湿度, 43, rh%
2026-03-02 23:09:28, 二氧化碳, 413, ppm
2026-03-02 23:09:28, 火焰强度, 4629, level
2026-03-02 23:09:28, 亮度, 1, lux
2026-03-02 23:09:38, 温度, 18, ℃
2026-03-02 23:09:38, 湿度, 43, rh%
2026-03-02 23:09:38, 二氧化碳, 413, ppm
2026-03-02 23:09:38, 火焰强度, 4629, level
2026-03-02 23:09:38, 亮度, 1, lux
2026-03-02 23:09:48, 温度, 18, ℃
2026-03-02 23:09:48, 湿度, 43, rh%
2026-03-02 23:09:48, 二氧化碳, 413, ppm
2026-03-02 23:09:48, 火焰强度, 4629, level
2026-03-02 23:09:48, 亮度, 1, lux
2026-03-02 23:09:58, 温度, 18, ℃
2026-03-02 23:09:58, 湿度, 43, rh%
2026-03-02 23:09:58, 二氧化碳, 413, ppm
2026-03-02 23:09:58, 火焰强度, 4629, level
2026-03-02 23:09:58, 亮度, 1, lux
2026-03-02 23:10:09, 温度, 18, ℃
2026-03-02 23:10:09, 湿度, 43, rh%
2026-03-02 23:10:09, 二氧化碳, 413, ppm
2026-03-02 23:10:09, 火焰强度, 4629, level
2026-03-02 23:10:09, 亮度, 1, lux
2026-03-02 23:10:19, 温度, 18, ℃
2026-03-02 23:10:19, 湿度, 43, rh%
2026-03-02 23:10:19, 二氧化碳, 413, ppm
2026-03-02 23:10:19, 火焰强度, 4629, level
2026-03-02 23:10:19, 亮度, 1, lux
2026-03-02 23:10:29, 温度, 18, ℃
2026-03-02 23:10:29, 湿度, 43, rh%
2026-03-02 23:10:29, 二氧化碳, 413, ppm
2026-03-02 23:10:29, 火焰强度, 4629, level
2026-03-02 23:10:29, 亮度, 1, lux
2026-03-02 23:10:39, 温度, 18, ℃
2026-03-02 23:10:39, 湿度, 43, rh%
2026-03-02 23:10:39, 二氧化碳, 413, ppm
2026-03-02 23:10:39, 火焰强度, 4629, level
2026-03-02 23:10:39, 亮度, 1, lux
2026-03-02 23:10:49, 温度, 18, ℃
2026-03-02 23:10:49, 湿度, 43, rh%
2026-03-02 23:10:49, 二氧化碳, 413, ppm
2026-03-02 23:10:49, 火焰强度, 4629, level
2026-03-02 23:10:49, 亮度, 1, lux
2026-03-02 23:10:59, 温度, 18, ℃
2026-03-02 23:10:59, 湿度, 43, rh%
2026-03-02 23:10:59, 二氧化碳, 413, ppm
2026-03-02 23:10:59, 火焰强度, 4629, level
2026-03-02 23:10:59, 亮度, 1, lux
2026-03-02 23:11:09, 温度, 18, ℃
2026-03-02 23:11:09, 湿度, 43, rh%
2026-03-02 23:11:09, 二氧化碳, 413, ppm
2026-03-02 23:11:09, 火焰强度, 4629, level
2026-03-02 23:11:09, 亮度, 1, lux
2026-03-02 23:11:19, 温度, 18, ℃
2026-03-02 23:11:19, 湿度, 43, rh%
2026-03-02 23:11:19, 二氧化碳, 413, ppm
2026-03-02 23:11:19, 火焰强度, 4629, level
2026-03-02 23:11:19, 亮度, 1, lux
2026-03-02 23:11:29, 温度, 18, ℃
2026-03-02 23:11:29, 湿度, 43, rh%
2026-03-02 23:11:29, 二氧化碳, 413, ppm
2026-03-02 23:11:29, 火焰强度, 4629, level
2026-03-02 23:11:29, 亮度, 1, lux
2026-03-02 23:11:39, 温度, 18, ℃
2026-03-02 23:11:39, 湿度, 43, rh%
2026-03-02 23:11:39, 二氧化碳, 413, ppm
2026-03-02 23:11:39, 火焰强度, 4629, level
2026-03-02 23:11:39, 亮度, 1, lux
2026-03-02 23:11:49, 温度, 18, ℃
2026-03-02 23:11:49, 湿度, 43, rh%
2026-03-02 23:11:49, 二氧化碳, 413, ppm
2026-03-02 23:11:49, 火焰强度, 4629, level
2026-03-02 23:11:49, 亮度, 1, lux
2026-03-02 23:11:59, 温度, 18, ℃
2026-03-02 23:11:59, 湿度, 43, rh%
2026-03-02 23:11:59, 二氧化碳, 413, ppm
2026-03-02 23:11:59, 火焰强度, 4629, level
2026-03-02 23:11:59, 亮度, 1, lux
2026-03-02 23:12:09, 温度, 18, ℃
2026-03-02 23:12:09, 湿度, 43, rh%
2026-03-02 23:12:09, 二氧化碳, 413, ppm
2026-03-02 23:12:09, 火焰强度, 4629, level
2026-03-02 23:12:09, 亮度, 1, lux
2026-03-02 23:12:19, 温度, 18, ℃
2026-03-02 23:12:19, 湿度, 43, rh%
2026-03-02 23:12:19, 二氧化碳, 413, ppm
2026-03-02 23:12:19, 火焰强度, 4629, level
2026-03-02 23:12:19, 亮度, 1, lux
2026-03-02 23:12:29, 温度, 18, ℃
2026-03-02 23:12:29, 湿度, 43, rh%
2026-03-02 23:12:29, 二氧化碳, 413, ppm
2026-03-02 23:12:29, 火焰强度, 4629, level
2026-03-02 23:12:29, 亮度, 1, lux
2026-03-02 23:12:39, 温度, 18, ℃
2026-03-02 23:12:39, 湿度, 43, rh%
2026-03-02 23:12:39, 二氧化碳, 413, ppm
2026-03-02 23:12:39, 火焰强度, 4629, level
2026-03-02 23:12:39, 亮度, 1, lux
2026-03-02 23:12:49, 温度, 18, ℃
2026-03-02 23:12:49, 湿度, 43, rh%
2026-03-02 23:12:49, 二氧化碳, 413, ppm
2026-03-02 23:12:49, 火焰强度, 4629, level
2026-03-02 23:12:49, 亮度, 1, lux
2026-03-02 23:12:59, 温度, 18, ℃
2026-03-02 23:12:59, 湿度, 43, rh%
2026-03-02 23:12:59, 二氧化碳, 413, ppm
2026-03-02 23:12:59, 火焰强度, 4629, level
2026-03-02 23:12:59, 亮度, 1, lux
2026-03-02 23:13:09, 温度, 18, ℃
2026-03-02 23:13:09, 湿度, 43, rh%
2026-03-02 23:13:09, 二氧化碳, 413, ppm
2026-03-02 23:13:09, 火焰强度, 4629, level
2026-03-02 23:13:09, 亮度, 1, lux
2026-03-02 23:13:19, 温度, 18, ℃
2026-03-02 23:13:19, 湿度, 43, rh%
2026-03-02 23:13:19, 二氧化碳, 413, ppm
2026-03-02 23:13:19, 火焰强度, 4629, level
2026-03-02 23:13:19, 亮度, 1, lux
2026-03-02 23:13:29, 温度, 18, ℃
2026-03-02 23:13:29, 湿度, 91, rh%
2026-03-02 23:13:29, 二氧化碳, 413, ppm
2026-03-02 23:13:29, 火焰强度, 1, level
2026-03-02 23:13:29, 亮度, 1, lux
2026-03-02 23:13:39, 温度, 18, ℃
2026-03-02 23:13:39, 湿度, 90, rh%
2026-03-02 23:13:39, 二氧化碳, 413, ppm
2026-03-02 23:13:39, 火焰强度, 1, level
2026-03-02 23:13:39, 亮度, 1, lux
2026-03-02 23:13:49, 温度, 18, ℃
2026-03-02 23:13:49, 湿度, 86, rh%
2026-03-02 23:13:49, 二氧化碳, 407, ppm
2026-03-02 23:13:49, 火焰强度, 1, level
2026-03-02 23:13:49, 亮度, 1, lux
2026-03-02 23:13:59, 温度, 18, ℃
2026-03-02 23:13:59, 湿度, 86, rh%
2026-03-02 23:13:59, 二氧化碳, 407, ppm
2026-03-02 23:13:59, 火焰强度, 1, level
2026-03-02 23:13:59, 亮度, 1, lux
2026-03-02 23:14:09, 温度, 18, ℃
2026-03-02 23:14:09, 湿度, 85, rh%
2026-03-02 23:14:09, 二氧化碳, 407, ppm
2026-03-02 23:14:09, 火焰强度, 23134, level
2026-03-02 23:14:09, 亮度, 1, lux
2026-03-02 23:14:19, 温度, 18, ℃
2026-03-02 23:14:19, 湿度, 85, rh%
2026-03-02 23:14:19, 二氧化碳, 1013, ppm
2026-03-02 23:14:19, 火焰强度, 1, level
2026-03-02 23:14:19, 亮度, 1, lux
2026-03-02 23:14:29, 温度, 18, ℃
2026-03-02 23:14:29, 湿度, 85, rh%
2026-03-02 23:14:29, 二氧化碳, 1013, ppm
2026-03-02 23:14:29, 火焰强度, 1, level
2026-03-02 23:14:29, 亮度, 1, lux
2026-03-02 23:14:39, 温度, 18, ℃
2026-03-02 23:14:39, 湿度, 85, rh%
2026-03-02 23:14:39, 二氧化碳, 1013, ppm
2026-03-02 23:14:39, 火焰强度, 753, level
2026-03-02 23:14:39, 亮度, 1, lux
2026-03-02 23:14:49, 温度, 18, ℃
2026-03-02 23:14:49, 湿度, 85, rh%
2026-03-02 23:14:49, 二氧化碳, 1013, ppm
2026-03-02 23:14:49, 火焰强度, 573, level
2026-03-02 23:14:49, 亮度, 1, lux
2026-03-02 23:14:59, 温度, 18, ℃
2026-03-02 23:14:59, 湿度, 85, rh%
2026-03-02 23:14:59, 二氧化碳, 1013, ppm
2026-03-02 23:14:59, 火焰强度, 573, level
2026-03-02 23:14:59, 亮度, 1, lux
2026-03-02 23:15:09, 温度, 18, ℃
2026-03-02 23:15:09, 湿度, 85, rh%
2026-03-02 23:15:09, 二氧化碳, 1013, ppm
2026-03-02 23:15:09, 火焰强度, 1, level
2026-03-02 23:15:09, 亮度, 1, lux
2026-03-02 23:15:19, 温度, 17, ℃
2026-03-02 23:15:19, 湿度, 85, rh%
2026-03-02 23:15:19, 二氧化碳, 350, ppm
2026-03-02 23:15:19, 火焰强度, 1, level
2026-03-02 23:15:19, 亮度, 25, lux
2026-03-02 23:15:29, 温度, 18, ℃
2026-03-02 23:15:29, 湿度, 85, rh%
2026-03-02 23:15:29, 二氧化碳, 350, ppm
2026-03-02 23:15:29, 火焰强度, 350, level
2026-03-02 23:15:29, 亮度, 13, lux
2026-03-02 23:15:39, 温度, 16, ℃
2026-03-02 23:15:39, 湿度, 85, rh%
2026-03-02 23:15:39, 二氧化碳, 350, ppm
2026-03-02 23:15:39, 火焰强度, 1, level
2026-03-02 23:15:39, 亮度, 19, lux
2026-03-02 23:15:50, 温度, 16, ℃
2026-03-02 23:15:50, 湿度, 85, rh%
2026-03-02 23:15:50, 二氧化碳, 350, ppm
2026-03-02 23:15:50, 火焰强度, 3893, level
2026-03-02 23:15:50, 亮度, 19, lux
2026-03-02 23:16:00, 温度, 16, ℃
2026-03-02 23:16:00, 湿度, 57, rh%
2026-03-02 23:16:00, 二氧化碳, 350, ppm
2026-03-02 23:16:00, 火焰强度, 1, level
2026-03-02 23:16:00, 亮度, 19, lux
2026-03-02 23:16:10, 温度, 16, ℃
2026-03-02 23:16:10, 湿度, 56, rh%
2026-03-02 23:16:10, 二氧化碳, 350, ppm
2026-03-02 23:16:10, 火焰强度, 1, level
2026-03-02 23:16:10, 亮度, 19, lux
2026-03-02 23:16:20, 温度, 17, ℃
2026-03-02 23:16:20, 湿度, 54, rh%
2026-03-02 23:16:20, 二氧化碳, 423, ppm
2026-03-02 23:16:20, 火焰强度, 37, level
2026-03-02 23:16:20, 亮度, 1, lux
2026-03-02 23:16:30, 温度, 17, ℃
2026-03-02 23:16:30, 湿度, 53, rh%
2026-03-02 23:16:30, 二氧化碳, 423, ppm
2026-03-02 23:16:30, 火焰强度, 412, level
2026-03-02 23:16:30, 亮度, 1, lux
2026-03-02 23:16:40, 温度, 17, ℃
2026-03-02 23:16:40, 湿度, 52, rh%
2026-03-02 23:16:40, 二氧化碳, 423, ppm
2026-03-02 23:16:40, 火焰强度, 1, level
2026-03-02 23:16:40, 亮度, 1, lux
2026-03-02 23:16:50, 温度, 17, ℃
2026-03-02 23:16:50, 湿度, 52, rh%
2026-03-02 23:16:50, 二氧化碳, 423, ppm
2026-03-02 23:16:50, 火焰强度, 1, level
2026-03-02 23:16:50, 亮度, 1, lux
2026-03-02 23:17:00, 温度, 17, ℃
2026-03-02 23:17:00, 湿度, 52, rh%
2026-03-02 23:17:00, 二氧化碳, 423, ppm
2026-03-02 23:17:00, 火焰强度, 1, level
2026-03-02 23:17:00, 亮度, 1, lux
2026-03-02 23:17:10, 温度, 17, ℃
2026-03-02 23:17:10, 湿度, 52, rh%
2026-03-02 23:17:10, 二氧化碳, 423, ppm
2026-03-02 23:17:10, 火焰强度, 1, level
2026-03-02 23:17:10, 亮度, 1, lux
2026-03-02 23:17:20, 温度, 17, ℃
2026-03-02 23:17:20, 湿度, 52, rh%
2026-03-02 23:17:20, 二氧化碳, 423, ppm
2026-03-02 23:17:20, 火焰强度, 1, level
2026-03-02 23:17:20, 亮度, 1, lux
2026-03-02 23:17:30, 温度, 17, ℃
2026-03-02 23:17:30, 湿度, 52, rh%
2026-03-02 23:17:30, 二氧化碳, 423, ppm
2026-03-02 23:17:30, 火焰强度, 1, level
2026-03-02 23:17:30, 亮度, 1, lux
2026-03-02 23:17:40, 温度, 17, ℃
2026-03-02 23:17:40, 湿度, 52, rh%
2026-03-02 23:17:40, 二氧化碳, 423, ppm
2026-03-02 23:17:40, 火焰强度, 1, level
2026-03-02 23:17:40, 亮度, 1, lux
2026-03-02 23:17:50, 温度, 17, ℃
2026-03-02 23:17:50, 湿度, 52, rh%
2026-03-02 23:17:50, 二氧化碳, 423, ppm
2026-03-02 23:17:50, 火焰强度, 1, level
2026-03-02 23:17:50, 亮度, 1, lux
2026-03-02 23:18:00, 温度, 17, ℃
2026-03-02 23:18:00, 湿度, 52, rh%
2026-03-02 23:18:00, 二氧化碳, 423, ppm
2026-03-02 23:18:00, 火焰强度, 1, level
2026-03-02 23:18:00, 亮度, 1, lux
2026-03-02 23:18:10, 温度, 17, ℃
2026-03-02 23:18:10, 湿度, 52, rh%
2026-03-02 23:18:10, 二氧化碳, 423, ppm
2026-03-02 23:18:10, 火焰强度, 1, level
2026-03-02 23:18:10, 亮度, 1, lux
2026-03-02 23:18:20, 温度, 17, ℃
2026-03-02 23:18:20, 湿度, 52, rh%
2026-03-02 23:18:20, 二氧化碳, 423, ppm
2026-03-02 23:18:20, 火焰强度, 1, level
2026-03-02 23:18:20, 亮度, 1, lux
2026-03-02 23:18:30, 温度, 17, ℃
2026-03-02 23:18:30, 湿度, 52, rh%
2026-03-02 23:18:30, 二氧化碳, 423, ppm
2026-03-02 23:18:30, 火焰强度, 1, level
2026-03-02 23:18:30, 亮度, 1, lux
2026-03-02 23:18:40, 温度, 17, ℃
2026-03-02 23:18:40, 湿度, 52, rh%
2026-03-02 23:18:40, 二氧化碳, 423, ppm
2026-03-02 23:18:40, 火焰强度, 1, level
2026-03-02 23:18:40, 亮度, 1, lux
2026-03-02 23:18:50, 温度, 17, ℃
2026-03-02 23:18:50, 湿度, 52, rh%
2026-03-02 23:18:50, 二氧化碳, 423, ppm
2026-03-02 23:18:50, 火焰强度, 1, level
2026-03-02 23:18:50, 亮度, 1, lux
2026-03-02 23:19:00, 温度, 17, ℃
2026-03-02 23:19:00, 湿度, 52, rh%
2026-03-02 23:19:00, 二氧化碳, 423, ppm
2026-03-02 23:19:00, 火焰强度, 1, level
2026-03-02 23:19:00, 亮度, 1, lux
2026-03-02 23:19:10, 温度, 17, ℃
2026-03-02 23:19:10, 湿度, 52, rh%
2026-03-02 23:19:10, 二氧化碳, 423, ppm
2026-03-02 23:19:10, 火焰强度, 1, level
2026-03-02 23:19:10, 亮度, 1, lux
2026-03-02 23:19:20, 温度, 17, ℃
2026-03-02 23:19:20, 湿度, 52, rh%
2026-03-02 23:19:20, 二氧化碳, 423, ppm
2026-03-02 23:19:20, 火焰强度, 1, level
2026-03-02 23:19:20, 亮度, 1, lux
2026-03-02 23:19:30, 温度, 17, ℃
2026-03-02 23:19:30, 湿度, 52, rh%
2026-03-02 23:19:30, 二氧化碳, 423, ppm
2026-03-02 23:19:30, 火焰强度, 1, level
2026-03-02 23:19:30, 亮度, 1, lux
2026-03-02 23:19:40, 温度, 17, ℃
2026-03-02 23:19:40, 湿度, 52, rh%
2026-03-02 23:19:40, 二氧化碳, 423, ppm
2026-03-02 23:19:40, 火焰强度, 1, level
2026-03-02 23:19:40, 亮度, 1, lux
2026-03-02 23:19:50, 温度, 17, ℃
2026-03-02 23:19:50, 湿度, 52, rh%
2026-03-02 23:19:50, 二氧化碳, 423, ppm
2026-03-02 23:19:50, 火焰强度, 1, level
2026-03-02 23:19:50, 亮度, 1, lux
2026-03-02 23:20:00, 温度, 17, ℃
2026-03-02 23:20:00, 湿度, 52, rh%
2026-03-02 23:20:00, 二氧化碳, 423, ppm
2026-03-02 23:20:00, 火焰强度, 1, level
2026-03-02 23:20:00, 亮度, 1, lux
2026-03-02 23:20:10, 温度, 17, ℃
2026-03-02 23:20:10, 湿度, 52, rh%
2026-03-02 23:20:10, 二氧化碳, 423, ppm
2026-03-02 23:20:10, 火焰强度, 1, level
2026-03-02 23:20:10, 亮度, 1, lux
2026-03-02 23:20:20, 温度, 17, ℃
2026-03-02 23:20:20, 湿度, 52, rh%
2026-03-02 23:20:20, 二氧化碳, 423, ppm
2026-03-02 23:20:20, 火焰强度, 1, level
2026-03-02 23:20:20, 亮度, 1, lux
2026-03-02 23:20:30, 温度, 17, ℃
2026-03-02 23:20:30, 湿度, 52, rh%
2026-03-02 23:20:30, 二氧化碳, 423, ppm
2026-03-02 23:20:30, 火焰强度, 1, level
2026-03-02 23:20:30, 亮度, 1, lux
2026-03-02 23:20:40, 温度, 17, ℃
2026-03-02 23:20:40, 湿度, 52, rh%
2026-03-02 23:20:40, 二氧化碳, 423, ppm
2026-03-02 23:20:40, 火焰强度, 1, level
2026-03-02 23:20:40, 亮度, 1, lux
2026-03-02 23:20:50, 温度, 17, ℃
2026-03-02 23:20:50, 湿度, 52, rh%
2026-03-02 23:20:50, 二氧化碳, 423, ppm
2026-03-02 23:20:50, 火焰强度, 1, level
2026-03-02 23:20:50, 亮度, 1, lux
2026-03-02 23:21:01, 温度, 17, ℃
2026-03-02 23:21:01, 湿度, 52, rh%
2026-03-02 23:21:01, 二氧化碳, 423, ppm
2026-03-02 23:21:01, 火焰强度, 1, level
2026-03-02 23:21:01, 亮度, 1, lux
2026-03-02 23:21:11, 温度, 17, ℃
2026-03-02 23:21:11, 湿度, 52, rh%
2026-03-02 23:21:11, 二氧化碳, 423, ppm
2026-03-02 23:21:11, 火焰强度, 1, level
2026-03-02 23:21:11, 亮度, 1, lux
2026-03-02 23:21:21, 温度, 17, ℃
2026-03-02 23:21:21, 湿度, 52, rh%
2026-03-02 23:21:21, 二氧化碳, 423, ppm
2026-03-02 23:21:21, 火焰强度, 1, level
2026-03-02 23:21:21, 亮度, 1, lux
2026-03-02 23:21:31, 温度, 17, ℃
2026-03-02 23:21:31, 湿度, 52, rh%
2026-03-02 23:21:31, 二氧化碳, 423, ppm
2026-03-02 23:21:31, 火焰强度, 1, level
2026-03-02 23:21:31, 亮度, 1, lux
2026-03-02 23:21:41, 温度, 17, ℃
2026-03-02 23:21:41, 湿度, 52, rh%
2026-03-02 23:21:41, 二氧化碳, 423, ppm
2026-03-02 23:21:41, 火焰强度, 1, level
2026-03-02 23:21:41, 亮度, 1, lux
2026-03-02 23:21:51, 温度, 17, ℃
2026-03-02 23:21:51, 湿度, 52, rh%
2026-03-02 23:21:51, 二氧化碳, 423, ppm
2026-03-02 23:21:51, 火焰强度, 1, level
2026-03-02 23:21:51, 亮度, 1, lux
2026-03-02 23:22:01, 温度, 17, ℃
2026-03-02 23:22:01, 湿度, 52, rh%
2026-03-02 23:22:01, 二氧化碳, 423, ppm
2026-03-02 23:22:01, 火焰强度, 1, level
2026-03-02 23:22:01, 亮度, 1, lux
2026-03-02 23:22:11, 温度, 17, ℃
2026-03-02 23:22:11, 湿度, 52, rh%
2026-03-02 23:22:11, 二氧化碳, 423, ppm
2026-03-02 23:22:11, 火焰强度, 1, level
2026-03-02 23:22:11, 亮度, 1, lux
2026-03-02 23:22:21, 温度, 17, ℃
2026-03-02 23:22:21, 湿度, 52, rh%
2026-03-02 23:22:21, 二氧化碳, 423, ppm
2026-03-02 23:22:21, 火焰强度, 1, level
2026-03-02 23:22:21, 亮度, 1, lux
2026-03-02 23:22:31, 温度, 17, ℃
2026-03-02 23:22:31, 湿度, 52, rh%
2026-03-02 23:22:31, 二氧化碳, 423, ppm
2026-03-02 23:22:31, 火焰强度, 1, level
2026-03-02 23:22:31, 亮度, 1, lux
2026-03-02 23:22:41, 温度, 17, ℃
2026-03-02 23:22:41, 湿度, 52, rh%
